DexEntry,DexNo,Region,Gen,Pokemon,Type 1,Type 2
668,480,Sinnoh,IV,Uxie,Psychic,-
669,481,Sinnoh,IV,Mesprit,Psychic,-
670,482,Sinnoh,IV,Azelf,Psychic,-
671,483,Sinnoh,IV,Dialga,Steel,Dragon
672,484,Sinnoh,IV,Palkia,Water,Dragon
673,485,Sinnoh,IV,Heatran,Fire,Steel
674,486,Sinnoh,IV,Regigigas,Normal,-
675,487,Sinnoh,IV,Giratina,Ghost,Dragon
676,488,Sinnoh,IV,Cresselia,Psychic,-
677,489,Sinnoh,IV,Phione,Water,-
678,490,Sinnoh,IV,Manaphy,Water,-
679,491,Sinnoh,IV,Darkrai,Dark,-
680,492,Sinnoh,IV,Shaymin,Grass,-
681,492,Sinnoh,IV,Shaymin Sky Forme,Grass,Flying
682,493,Sinnoh,IV,Arceus,Normal,-
683,494,Unova,V,Victini,Psychic,Fire
684,495,Unova,V,Snivy,Grass,-
685,496,Unova,V,Servine,Grass,-
686,497,Unova,V,Serperior,Grass,-
687,498,Unova,V,Tepig,Fire,-
688,499,Unova,V,Pignite,Fire,Fighting
689,500,Unova,V,Emboar,Fire,Fighting
690,501,Unova,V,Oshawott,Water,-
691,502,Unova,V,Dewott,Water,-
692,503,Unova,V,Samurott,Water,-
693,503,Unova,V,Hisuian Samurott,Water,Dark
694,504,Unova,V,Patrat,Normal,-
695,505,Unova,V,Watchog,Normal,-
696,506,Unova,V,Lillipup,Normal,-
697,507,Unova,V,Herdier,Normal,-
698,508,Unova,V,Stoutland,Normal,-
699,509,Unova,V,Purrloin,Dark,-
700,510,Unova,V,Liepard,Dark,-
701,511,Unova,V,Pansage,Grass,-
702,512,Unova,V,Simisage,Grass,-
703,513,Unova,V,Pansear,Fire,-
704,514,Unova,V,Simisear,Fire,-
705,515,Unova,V,Panpour,Water,-
706,516,Unova,V,Simipour,Water,-
707,517,Unova,V,Munna,Psychic,-
708,518,Unova,V,Musharna,Psychic,-
709,519,Unova,V,Pidove,Normal,Flying
710,520,Unova,V,Tranquill,Normal,Flying
711,521,Unova,V,Unfezant,Normal,Flying
713,522,Unova,V,Blitzle,Electric,-
714,523,Unova,V,Zebstrika,Electric,-
715,524,Unova,V,Roggenrola,Rock,-
716,525,Unova,V,Boldore,Rock,-
717,526,Unova,V,Gigalith,Rock,-
718,527,Unova,V,Woobat,Psychic,Flying
719,528,Unova,V,Swoobat,Psychic,Flying
720,529,Unova,V,Drilbur,Ground,-
721,530,Unova,V,Excadrill,Ground,Steel
722,531,Unova,V,Audino,Normal,-
723,532,Unova,V,Timburr,Fighting,-
724,533,Unova,V,Gurdurr,Fighting,-
725,534,Unova,V,Conkeldurr,Fighting,-
726,535,Unova,V,Tympole,Water,-
727,536,Unova,V,Palpitoad,Water,Ground
728,537,Unova,V,Seismitoad,Water,Ground
729,538,Unova,V,Throh,Fighting,-
730,539,Unova,V,Sawk,Fighting,-
731,540,Unova,V,Sewaddle,Bug,Grass
732,541,Unova,V,Swadloon,Bug,Grass
733,542,Unova,V,Leavanny,Bug,Grass
734,543,Unova,V,Venipede,Bug,Poison
735,544,Unova,V,Whirlipede,Bug,Poison
736,545,Unova,V,Scolipede,Bug,Poison
737,546,Unova,V,Cottonee,Grass,Fairy
738,547,Unova,V,Whimsicott,Grass,Fairy
739,548,Unova,V,Petilil,Grass,-
740,549,Unova,V,Lilligant,Grass,-
741,549,Unova,V,Hisuian Lilligant,Grass,Fighting
742,550,Unova,V,Basculin Red-Striped Form,Water,-
743,550,Unova,V,Basculin Blue-Striped Form,Water,-
744,550,Unova,V,Basculin White-Striped Form,Water,-
745,551,Unova,V,Sandile,Ground,Dark
746,552,Unova,V,Krokorok,Ground,Dark
747,553,Unova,V,Krookodile,Ground,Dark
748,554,Unova,V,Darumaka,Fire,-
749,554,Unova,V,Galarian Darumaka,Ice,-
750,555,Unova,V,Darmanitan,Fire,-
751,555,Unova,V,Galarian Darmanitan,Ice,-
752,556,Unova,V,Maractus,Grass,-
753,557,Unova,V,Dwebble,Bug,Rock
754,558,Unova,V,Crustle,Bug,Rock
755,559,Unova,V,Scraggy,Dark,Fighting
756,560,Unova,V,Scrafty,Dark,Fighting
757,561,Unova,V,Sigilyph,Psychic,Flying
758,562,Unova,V,Yamask,Ghost,-
759,562,Unova,V,Galarian Yamask,Ground,Ghost
760,563,Unova,V,Cofagrigus,Ghost,-
761,564,Unova,V,Tirtouga,Water,Rock
762,565,Unova,V,Carracosta,Water,Rock
763,566,Unova,V,Archen,Rock,Flying
764,567,Unova,V,Archeops,Rock,Flying
765,568,Unova,V,Trubbish,Poison,-
766,569,Unova,V,Garbodor,Poison,-
767,570,Unova,V,Zorua,Dark,-
768,570,Unova,V,Hisuian Zorua,Normal,Ghost
769,571,Unova,V,Zoroark,Dark,-
770,571,Unova,V,Hisuian Zoroark,Normal,Ghost
771,572,Unova,V,Minccino,Normal,-
772,573,Unova,V,Cinccino,Normal,-
773,574,Unova,V,Gothita,Psychic,-
774,575,Unova,V,Gothorita,Psychic,-
775,576,Unova,V,Gothitelle,Psychic,-
776,577,Unova,V,Solosis,Psychic,-
777,578,Unova,V,Duosion,Psychic,-
778,579,Unova,V,Reuniclus,Psychic,-
779,580,Unova,V,Ducklett,Water,Flying
780,581,Unova,V,Swanna,Water,Flying
781,582,Unova,V,Vanillite,Ice,-
782,583,Unova,V,Vanillish,Ice,-
783,584,Unova,V,Vanilluxe,Ice,-
784,585,Unova,V,Deerling Spring Form,Normal,Grass
785,585,Unova,V,Deerling Summer Form,Normal,Grass
786,585,Unova,V,Deerling Autumn Form,Normal,Grass
787,585,Unova,V,Deerling Winter Form,Normal,Grass
788,586,Unova,V,Sawsbuck Spring Form,Normal,Grass
789,586,Unova,V,Sawsbuck Summer Form,Normal,Grass
790,586,Unova,V,Sawsbuck Autumn Form,Normal,Grass
791,586,Unova,V,Sawsbuck Winter Form,Normal,Grass
792,587,Unova,V,Emolga,Electric,Flying
793,588,Unova,V,Karrablast,Bug,-
794,589,Unova,V,Escavalier,Bug,Steel
795,590,Unova,V,Foongus,Grass,Poison
796,591,Unova,V,Amoonguss,Grass,Poison
797,592,Unova,V,Frillish,Water,Ghost
800,593,Unova,V,Jellicent,Water,Ghost
801,594,Unova,V,Alomomola,Water,-
802,595,Unova,V,Joltik,Bug,Electric
803,596,Unova,V,Galvantula,Bug,Electric
804,597,Unova,V,Ferroseed,Grass,Steel
805,598,Unova,V,Ferrothorn,Grass,Steel
806,599,Unova,V,Klink,Steel,-
807,600,Unova,V,Klang,Steel,-
808,601,Unova,V,Klinklang,Steel,-
809,602,Unova,V,Tynamo,Electric,-
810,603,Unova,V,Eelektrik,Electric,-
811,604,Unova,V,Eelektross,Electric,-
812,605,Unova,V,Elgyem,Psychic,-
813,606,Unova,V,Beheeyem,Psychic,-
814,607,Unova,V,Litwick,Ghost,Fire
815,608,Unova,V,Lampent,Ghost,Fire
816,609,Unova,V,Chandelure,Ghost,Fire
817,610,Unova,V,Axew,Dragon,-
818,611,Unova,V,Fraxure,Dragon,-
819,612,Unova,V,Haxorus,Dragon,-
820,613,Unova,V,Cubchoo,Ice,-
821,614,Unova,V,Beartic,Ice,-
822,615,Unova,V,Cryogonal,Ice,-
823,616,Unova,V,Shelmet,Bug,-
824,617,Unova,V,Accelgor,Bug,-
825,618,Unova,V,Stunfisk,Ground,Electric
826,618,Unova,V,Galarian Stunfisk,Ground,Steel
827,619,Unova,V,Mienfoo,Fighting,-
828,620,Unova,V,Mienshao,Fighting,-
829,621,Unova,V,Druddigon,Dragon,-
830,622,Unova,V,Golett,Ground,Ghost
831,623,Unova,V,Golurk,Ground,Ghost
832,624,Unova,V,Pawniard,Dark,Steel
833,625,Unova,V,Bisharp,Dark,Steel
834,626,Unova,V,Bouffalant,Normal,-
835,627,Unova,V,Rufflet,Normal,Flying
836,628,Unova,V,Braviary,Normal,Flying
837,628,Unova,V,Hisuian Braviary,Psychic,Flying
838,629,Unova,V,Vullaby,Dark,Flying
839,630,Unova,V,Mandibuzz,Dark,Flying
840,631,Unova,V,Heatmor,Fire,-
841,632,Unova,V,Durant,Bug,Steel
842,633,Unova,V,Deino,Dark,Dragon
843,634,Unova,V,Zweilous,Dark,Dragon
844,635,Unova,V,Hydreigon,Dark,Dragon
845,636,Unova,V,Larvesta,Bug,Fire
846,637,Unova,V,Volcarona,Bug,Fire
847,638,Unova,V,Cobalion,Steel,Fighting
848,639,Unova,V,Terrakion,Rock,Fighting
849,640,Unova,V,Virizion,Grass,Fighting
850,641,Unova,V,Tornadus Incarnate Form,Flying,-
851,641,Unova,V,Tornadus Therian Forme,Flying,-
852,642,Unova,V,Thundurus Incarnate Form,Electric,Flying
853,642,Unova,V,Thundurus Therian Forme,Electric,Flying
854,643,Unova,V,Reshiram Incarnate Form,Dragon,Fire
855,644,Unova,V,Zekrom,Dragon,Electric
856,645,Unova,V,Landorus,Ground,Flying
857,645,Unova,V,Landorus Therian Forme,Ground,Flying
858,646,Unova,V,Kyurem,Dragon,Ice
859,647,Unova,V,Keldeo Ordinary Forme,Water,Fighting
860,647,Unova,V,Keldeo Resolute Forme,Water,Fighting
861,648,Unova,V,Meloetta Aria Forme,Normal,Psychic
862,649,Unova,V,Genesect,Bug,Steel
863,650,Kalos,VI,Chespin,Grass,-
864,651,Kalos,VI,Quilladin,Grass,-
865,652,Kalos,VI,Chesnaught,Grass,Fighting
866,653,Kalos,VI,Fennekin,Fire,-
867,654,Kalos,VI,Braixen,Fire,-
868,655,Kalos,VI,Delphox,Fire,Psychic
869,656,Kalos,VI,Froakie,Water,-
870,657,Kalos,VI,Frogadier,Water,-
871,658,Kalos,VI,Greninja,Water,Dark
873,659,Kalos,VI,Bunnelby,Normal,-
874,660,Kalos,VI,Diggersby,Normal,Ground
875,661,Kalos,VI,Fletchling,Normal,Flying
876,662,Kalos,VI,Fletchinder,Fire,Flying
877,663,Kalos,VI,Talonflame,Fire,Flying
878,664,Kalos,VI,Scatterbug,Bug,-
879,665,Kalos,VI,Spewpa,Bug,-
880,666,Kalos,VI,Vivillon Meadow Pattern,Bug,Flying
881,666,Kalos,VI,Vivillon Polar Pattern,Bug,Flying
882,666,Kalos,VI,Vivillon Tundra Pattern,Bug,Flying
883,666,Kalos,VI,Vivillon Continental Pattern,Bug,Flying
884,666,Kalos,VI,Vivillon Garden Pattern,Bug,Flying
885,666,Kalos,VI,Vivillon Elegant Pattern,Bug,Flying
886,666,Kalos,VI,Vivillon Icy Snow Pattern,Bug,Flying
887,666,Kalos,VI,Vivillon Modern Pattern,Bug,Flying
888,666,Kalos,VI,Vivillon Marine Pattern,Bug,Flying
889,666,Kalos,VI,Vivillon Archipelago Pattern,Bug,Flying
890,666,Kalos,VI,Vivillon High Plains Pattern,Bug,Flying
891,666,Kalos,VI,Vivillon Sandstorm Pattern,Bug,Flying
892,666,Kalos,VI,Vivillon River Pattern,Bug,Flying
893,666,Kalos,VI,Vivillon Monsoon Pattern,Bug,Flying
894,666,Kalos,VI,Vivillon Savanna Pattern,Bug,Flying
895,666,Kalos,VI,Vivillon Sun Pattern,Bug,Flying
896,666,Kalos,VI,Vivillon Ocean Pattern,Bug,Flying
897,666,Kalos,VI,Vivillon Jungle Pattern,Bug,Flying
898,666,Kalos,VI,Vivillon Fancy Pattern,Bug,Flying
899,666,Kalos,VI,Vivillon Poké Ball Pattern,Bug,Flying
900,667,Kalos,VI,Litleo,Fire,Normal
901,668,Kalos,VI,Pyroar ?,Fire,Normal
903,669,Kalos,VI,Flabébé Red Flower,Fairy,-
904,669,Kalos,VI,Flabébé Yellow Flower,Fairy,-
905,669,Kalos,VI,Flabébé Orange Flower,Fairy,-
906,669,Kalos,VI,Flabébé Blue Flower,Fairy,-
907,669,Kalos,VI,Flabébé White Flower,Fairy,-
908,670,Kalos,VI,Floette Red Flower,Fairy,-
909,670,Kalos,VI,Floette Yellow Flower,Fairy,-
910,670,Kalos,VI,Floette Orange Flower,Fairy,-
911,670,Kalos,VI,Floette Blue Flower,Fairy,-
912,670,Kalos,VI,Floette White Flower,Fairy,-
913,670,Kalos,VI,Eternal Flower Floette,Fairy,-
914,671,Kalos,VI,Florges Red Flower,Fairy,-
915,671,Kalos,VI,Florges Yellow Flower,Fairy,-
916,671,Kalos,VI,Florges Orange Flower,Fairy,-
917,671,Kalos,VI,Florges Blue Flower,Fairy,-
918,671,Kalos,VI,Florges White Flower,Fairy,-
919,672,Kalos,VI,Skiddo,Grass,-
920,673,Kalos,VI,Gogoat,Grass,-
921,674,Kalos,VI,Pancham,Fighting,-
922,675,Kalos,VI,Pangoro,Fighting,Dark
923,676,Kalos,VI,Furfrou Natural Form,Normal,-
924,676,Kalos,VI,Furfrou Heart Trim,Normal,-
925,676,Kalos,VI,Furfrou Star Trim,Normal,-
926,676,Kalos,VI,Furfrou Diamond Trim,Normal,-
927,676,Kalos,VI,Furfrou Deputante Trim,Normal,-
928,676,Kalos,VI,Furfrou Matron Trim,Normal,-
929,676,Kalos,VI,Furfrou Dandy Trim,Normal,-
930,676,Kalos,VI,Furfrou La Reine Trim,Normal,-
931,676,Kalos,VI,Furfrou Kabuki Trim,Normal,-
932,676,Kalos,VI,Furfrou Pharaoh Trim,Normal,-
933,677,Kalos,VI,Espurr,Psychic,-
934,678,Kalos,VI,Meowstic ?,Psychic,-
935,678,Kalos,VI,Meowstic ?,Psychic,-
936,679,Kalos,VI,Honedge,Steel,Ghost
937,680,Kalos,VI,Doublade,Steel,Ghost
938,681,Kalos,VI,Aegislash,Steel,Ghost
939,682,Kalos,VI,Spritzee,Fairy,-
940,683,Kalos,VI,Aromatisse,Fairy,-
941,684,Kalos,VI,Swirlix,Fairy,-
942,685,Kalos,VI,Slurpuff,Fairy,-
943,686,Kalos,VI,Inkay,Dark,Psychic
944,687,Kalos,VI,Malamar,Dark,Psychic
945,688,Kalos,VI,Binacle,Rock,Water
946,689,Kalos,VI,Barbaracle,Rock,Water
947,690,Kalos,VI,Skrelp,Poison,Water
948,691,Kalos,VI,Dragalge,Poison,Dragon
949,692,Kalos,VI,Clauncher,Water,-
950,693,Kalos,VI,Clawitzer,Water,-
951,694,Kalos,VI,Helioptile,Electric,Normal
952,695,Kalos,VI,Heliolisk,Electric,Normal
953,696,Kalos,VI,Tyrunt,Rock,Dragon
954,697,Kalos,VI,Tyrantrum,Rock,Dragon
955,698,Kalos,VI,Amaura,Rock,Ice
956,699,Kalos,VI,Aurorus,Rock,Ice
957,700,Kalos,VI,Sylveon,Fairy,-
958,701,Kalos,VI,Hawlucha,Fighting,Flying
959,702,Kalos,VI,Dedenne,Electric,Fairy
960,703,Kalos,VI,Carbink,Rock,Fairy
961,704,Kalos,VI,Goomy,Dragon,-
962,705,Kalos,VI,Sliggoo,Dragon,-
963,705,Kalos,VI,Hisuian Sliggoo,Steel,Dragon
964,706,Kalos,VI,Goodra,Dragon,-
965,706,Kalos,VI,Hisuian Goodra,Steel,Dragon
966,707,Kalos,VI,Klefki,Steel,Fairy
967,708,Kalos,VI,Phantump,Ghost,Grass
968,709,Kalos,VI,Trevenant,Ghost,Grass
969,710,Kalos,VI,Pumpkaboo Average Size,Ghost,Grass
970,710,Kalos,VI,Pumpkaboo Small Size,Ghost,Grass
971,710,Kalos,VI,Pumpkaboo Large Size,Ghost,Grass
972,710,Kalos,VI,Pumpkaboo Super Size,Ghost,Grass
973,711,Kalos,VI,Gourgeist Average Size,Ghost,Grass
974,711,Kalos,VI,Gourgeist Small Size,Ghost,Grass
975,711,Kalos,VI,Gourgeist Large Size,Ghost,Grass
976,711,Kalos,VI,Gourgeist Super Size,Ghost,Grass
977,712,Kalos,VI,Bergmite,Ice,-
978,713,Kalos,VI,Avalugg,Ice,-
979,713,Kalos,VI,Hisuian Avalugg,Ice,Rock
980,714,Kalos,VI,Noibat,Flying,Dragon
981,715,Kalos,VI,Noivern,Flying,Dragon
982,716,Kalos,VI,Xerneas Neutral Mode,Fairy,-
983,717,Kalos,VI,Yveltal,Dark,Flying
984,718,Kalos,VI,Zygarde 50% Forme,Dragon,Ground
985,718,Kalos,VI,Zygarde 10% Forme,Dragon,Ground
986,718,Kalos,VI,Zygarde Power Construct,Dragon,Ground
987,718,Kalos,VI,Zygarde Power Construct,Dragon,Ground
988,719,Kalos,VI,Diancie,Rock,Fairy
989,720,Kalos,VI,Hoopa (Hoopa Confined),Psychic,Ghost
990,720,Kalos,VI,Hoopa (Hoopa Unbound),Psychic,Dark
991,721,Kalos,VI,Volcanion,Fire,Water
992,722,Alola,VII,Rowlet,Grass,Flying
993,723,Alola,VII,Dartrix,Grass,Flying
994,724,Alola,VII,Decidueye,Grass,Ghost
995,724,Alola,VII,Hisuian Decidueye,Grass,Fighting
996,725,Alola,VII,Litten,Fire,-
997,726,Alola,VII,Torracat,Fire,-
998,727,Alola,VII,Incineroar,Fire,Dark
999,728,Alola,VII,Popplio,Water,-
1000,729,Alola,VII,Brionne,Water,-
1001,730,Alola,VII,Primarina,Water,Fairy
1002,731,Alola,VII,Pikipek,Normal,Flying
1003,732,Alola,VII,Trumbeak,Normal,Flying
1004,733,Alola,VII,Toucannon,Normal,Flying
1005,734,Alola,VII,Yungoos,Normal,-
1006,735,Alola,VII,Gumshoos,Normal,-
1007,736,Alola,VII,Grubbin,Bug,-
1008,737,Alola,VII,Charjabug,Bug,Electric
1009,738,Alola,VII,Vikavolt,Bug,Electric
1010,739,Alola,VII,Crabrawler,Fighting,-
1011,740,Alola,VII,Crabominable,Fighting,Ice
1012,741,Alola,VII,Oricorio Baile Style,Fire,Flying
1013,741,Alola,VII,Oricorio Pom-Pom Style,Electric,Flying
1014,741,Alola,VII,Oricorio Pa'u Stye,Psychic,Flying
1015,741,Alola,VII,Oricorio Sensu Style,Ghost,Flying
1016,742,Alola,VII,Cutiefly,Bug,Fairy
1017,743,Alola,VII,Ribombee,Bug,Fairy
1018,744,Alola,VII,Rockruff,Rock,-
1019,744,Alola,VII,Rockruff Own Tempo,Rock,-
1020,745,Alola,VII,Lycanroc Midday Form,Rock,-
1021,745,Alola,VII,Lycanroc Midnight Form,Rock,-
1022,745,Alola,VII,Lycanroc Dusk Form,Rock,-
1023,746,Alola,VII,Wishiwashi,Water,-
1024,747,Alola,VII,Mareanie,Poison,Water
1025,748,Alola,VII,Toxapex,Poison,Water
1026,749,Alola,VII,Mudbray,Ground,-
1027,750,Alola,VII,Mudsdale,Ground,-
1028,751,Alola,VII,Dewpider,Water,Bug
1029,752,Alola,VII,Araquanid,Water,Bug
1030,753,Alola,VII,Fomantis,Grass,-
1031,754,Alola,VII,Lurantis,Grass,-
1032,755,Alola,VII,Morelull,Grass,Fairy
1033,756,Alola,VII,Shiinotic,Grass,Fairy
1034,757,Alola,VII,Salandit,Poison,Fire
1035,758,Alola,VII,Salazzle,Poison,Fire
1036,759,Alola,VII,Stufful,Normal,Fighting
1037,760,Alola,VII,Bewear,Normal,Fighting
1038,761,Alola,VII,Bounsweet,Grass,-
1039,762,Alola,VII,Steenee,Grass,-
1040,763,Alola,VII,Tsareena,Grass,-
1041,764,Alola,VII,Comfey,Fairy,-
1042,765,Alola,VII,Oranguru,Normal,Psychic
1043,766,Alola,VII,Passimian,Fighting,-
1044,767,Alola,VII,Wimpod,Bug,Water
1045,768,Alola,VII,Golisopod,Bug,Water
1046,769,Alola,VII,Sandygast,Ghost,Ground
1047,770,Alola,VII,Palossand,Ghost,Ground
1048,771,Alola,VII,Pyukumuku,Water,-
1049,772,Alola,VII,Type: Null,Normal,-
1050,773,Alola,VII,Silvally,Normal,-
1051,774,Alola,VII,Minior Red,Rock,Flying
1052,774,Alola,VII,Minior Indigo,Rock,Flying
1053,774,Alola,VII,Minior Yellow,Rock,Flying
1054,774,Alola,VII,Minior Green,Rock,Flying
1055,774,Alola,VII,Minior Blue,Rock,Flying
1056,774,Alola,VII,Minior Orange,Rock,Flying
1057,774,Alola,VII,Minior Violet,Rock,Flying
1058,775,Alola,VII,Komala,Normal,-
1059,776,Alola,VII,Turtonator,Fire,Dragon
1060,777,Alola,VII,Togedemaru,Electric,Steel
1061,778,Alola,VII,Mimikyu,Ghost,Fairy
1062,779,Alola,VII,Bruxish,Water,Psychic
1063,780,Alola,VII,Drampa,Normal,Dragon
1064,781,Alola,VII,Dhelmise,Ghost,Grass
1065,782,Alola,VII,Jangmo-o,Dragon,-
1066,783,Alola,VII,Hakamo-o,Dragon,Fighting
1067,784,Alola,VII,Kommo-o,Dragon,Fighting
1068,785,Alola,VII,Tapu Koko,Electric,Fairy
1069,786,Alola,VII,Tapu Lele,Psychic,Fairy
1070,787,Alola,VII,Tapu Bulu,Grass,Fairy
1071,788,Alola,VII,Tapu Fini,Water,Fairy
1072,789,Alola,VII,Cosmog,Psychic,-
1073,790,Alola,VII,Cosmoem,Psychic,-
1074,791,Alola,VII,Solgaleo,Psychic,Steel
1075,792,Alola,VII,Lunala,Psychic,Ghost
1076,793,Alola,VII,Nihilego,Rock,Poison
1077,794,Alola,VII,Buzzwole,Bug,Fighting
1078,795,Alola,VII,Pheromosa,Bug,Fighting
1079,796,Alola,VII,Xurkitree,Electric,-
1080,797,Alola,VII,Celesteela,Steel,Flying
1081,798,Alola,VII,Kartana,Grass,Steel
1082,799,Alola,VII,Guzzlord,Dark,Dragon
1083,800,Alola,VII,Necrozma,Psychic,-
1084,801,Alola,VII,Magearna,Steel,Fairy
1085,801,Alola,VII,Magearna Original Color,Steel,Fairy
1086,802,Alola,VII,Marshadow,Fighting,Ghost
1087,803,Alola,VII,Poipole,Poison,-
1088,804,Alola,VII,Naganadel,Poison,Dragon
1089,805,Alola,VII,Stakataka,Rock,Steel
1090,806,Alola,VII,Blacephalon,Fire,Ghost
1091,807,Alola,VII,Zeraora,Electric,-
1092,808,Unknown,VII,Meltan,Steel,-
1093,809,Unknown,VII,Melmetal,Steel,-
1094,810,Galar,VIII,Grookey,Grass,-
1095,811,Galar,VIII,Thwackey,Grass,-
1096,812,Galar,VIII,Rillaboom,Grass,-
1097,813,Galar,VIII,Scorbunny,Fire,-
1098,814,Galar,VIII,Raboot,Fire,-
1099,815,Galar,VIII,Cinderace,Fire,-
1100,816,Galar,VIII,Sobble,Water,-
1101,817,Galar,VIII,Drizzile,Water,-
1102,818,Galar,VIII,Inteleon,Water,-
1103,819,Galar,VIII,Skwovet,Normal,-
1104,820,Galar,VIII,Greedent,Normal,-
1105,821,Galar,VIII,Rookidee,Flying,-
1106,822,Galar,VIII,Corvisquire,Flying,-
1107,823,Galar,VIII,Corviknight,Flying,Steel
1108,824,Galar,VIII,Blipbug,Bug,-
1109,825,Galar,VIII,Dottler,Bug,Psychic
1110,826,Galar,VIII,Orbeetle,Bug,Psychic
1111,827,Galar,VIII,Nickit,Dark,-
1112,828,Galar,VIII,Thievul,Dark,-
1113,829,Galar,VIII,Gossifleur,Grass,-
1114,830,Galar,VIII,Eldegoss,Grass,-
1115,831,Galar,VIII,Wooloo,Normal,-
1116,832,Galar,VIII,Dubwool,Normal,-
1117,833,Galar,VIII,Chewtle,Water,-
1118,834,Galar,VIII,Drednaw,Water,Rock
1119,835,Galar,VIII,Yamper,Electric,-
1120,836,Galar,VIII,Boltund,Electric,-
1121,837,Galar,VIII,Rolycoly,Rock,-
1122,838,Galar,VIII,Carkol,Rock,Fire
1123,839,Galar,VIII,Coalossal,Rock,Fire
1124,840,Galar,VIII,Applin,Grass,Dragon
1125,841,Galar,VIII,Flapple,Grass,Dragon
1126,842,Galar,VIII,Appletun,Grass,Dragon
1127,843,Galar,VIII,Silicobra,Ground,-
1128,844,Galar,VIII,Sandaconda,Ground,-
1129,845,Galar,VIII,Cramorant,Flying,Water
1130,846,Galar,VIII,Arrokuda,Water,-
1131,847,Galar,VIII,Barraskewda,Water,-
1132,848,Galar,VIII,Toxel,Electric,Poison
1133,849,Galar,VIII,Toxtricity Amped Form,Electric,Poison
1134,849,Galar,VIII,Toxtricity Low Key Form,Electric,Poison
1135,850,Galar,VIII,Sizzlipede,Fire,Bug
1136,851,Galar,VIII,Centiskorch,Fire,Bug
1137,852,Galar,VIII,Clobbopus,Fighting,-
1138,853,Galar,VIII,Grapploct,Fighting,-
1139,854,Galar,VIII,Sinistea Phony Form,Ghost,-
1140,854,Galar,VIII,Sinistea Antique Form,Ghost,-
1141,855,Galar,VIII,Polteageist Phony Form,Ghost,-
1142,855,Galar,VIII,Polteageist Antique Form,Ghost,-
1143,856,Galar,VIII,Hatenna,Psychic,-
1144,857,Galar,VIII,Hattrem,Psychic,-
1145,858,Galar,VIII,Hatterene,Psychic,Fairy
1146,859,Galar,VIII,Impidimp,Dark,Fairy
1147,860,Galar,VIII,Morgrem,Dark,Fairy
1148,861,Galar,VIII,Grimmsnarl,Dark,Fairy
1149,862,Galar,VIII,Obstagoon,Dark,Normal
1150,863,Galar,VIII,Perrserker,Steel,-
1151,864,Galar,VIII,Cursola,Ghost,-
1152,865,Galar,VIII,Sirfetch’d,Fighting,-
1153,866,Galar,VIII,Mr. Rime,Ice,Psychic
1154,867,Galar,VIII,Runerigus,Ground,Ghost
1155,868,Galar,VIII,Milcery,Fairy,-
1156,869,Galar,VIII,Alcremie Vanilla Cream (Strawberry),Fairy,-
1157,869,Galar,VIII,Alcremie Vanilla Cream (Berry),Fairy,-
1158,869,Galar,VIII,Alcremie Vanilla Cream (Love),Fairy,-
1159,869,Galar,VIII,Alcremie Vanilla Cream (Star),Fairy,-
1160,869,Galar,VIII,Alcremie Vanilla Cream (Clover),Fairy,-
1161,869,Galar,VIII,Alcremie Vanilla Cream (Flower),Fairy,-
1162,869,Galar,VIII,Alcremie Vanilla Cream (Ribbon),Fairy,-
1163,869,Galar,VIII,Alcremie Ruby Cream (Strawberry),Fairy,-
1164,869,Galar,VIII,Alcremie Ruby Cream (Berry),Fairy,-
1165,869,Galar,VIII,Alcremie Ruby Cream (Love),Fairy,-
1166,869,Galar,VIII,Alcremie Ruby Cream (Star),Fairy,-
1167,869,Galar,VIII,Alcremie Ruby Cream (Clover),Fairy,-
1168,869,Galar,VIII,Alcremie Ruby Cream (Flower),Fairy,-
1169,869,Galar,VIII,Alcremie Ruby Cream (Ribbon),Fairy,-
1170,869,Galar,VIII,Alcremie Matcha Cream (Strawberry),Fairy,-
1171,869,Galar,VIII,Alcremie Matcha Cream (Berry),Fairy,-
1172,869,Galar,VIII,Alcremie Matcha Cream (Love),Fairy,-
1173,869,Galar,VIII,Alcremie Matcha Cream (Star),Fairy,-
1174,869,Galar,VIII,Alcremie Matcha Cream (Clover),Fairy,-
1175,869,Galar,VIII,Alcremie Matcha Cream (Flower),Fairy,-
1176,869,Galar,VIII,Alcremie Matcha Cream (Ribbon),Fairy,-
1177,869,Galar,VIII,Alcremie Mint Cream (Strawberry),Fairy,-
1178,869,Galar,VIII,Alcremie Mint Cream (Berry),Fairy,-
1179,869,Galar,VIII,Alcremie Mint Cream (Love),Fairy,-
1180,869,Galar,VIII,Alcremie Mint Cream (Star),Fairy,-
1181,869,Galar,VIII,Alcremie Mint Cream (Clover),Fairy,-
1182,869,Galar,VIII,Alcremie Mint Cream (Flower),Fairy,-
1183,869,Galar,VIII,Alcremie Mint Cream (Ribbon),Fairy,-
1184,869,Galar,VIII,Alcremie Lemon Cream (Strawberry),Fairy,-
1185,869,Galar,VIII,Alcremie Lemon Cream (Berry),Fairy,-
1186,869,Galar,VIII,Alcremie Lemon Cream (Love),Fairy,-
1187,869,Galar,VIII,Alcremie Lemon Cream (Star),Fairy,-
1188,869,Galar,VIII,Alcremie Lemon Cream (Clover),Fairy,-
1189,869,Galar,VIII,Alcremie Lemon Cream (Flower),Fairy,-
1190,869,Galar,VIII,Alcremie Lemon Cream (Ribbon),Fairy,-
